id	name	group	subgroup	cat	value	country
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0027475	AUT
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0241854	AUT
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0100302	AUT
know_math_3	Physics	Knowledge	2	know_math	0.0050078	AUT
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0050252	AUT
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0099056	AUT
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0156997	AUT
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0010046	AUT
know_math_4	Chemistry	Knowledge	2	know_math	-0.0049532	AUT
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0131899	AUT
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0148391	AUT
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0146366	AUT
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0096756	AUT
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.002517	AUT
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0014194	AUT
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0019989	AUT
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0036238	AUT
know_math_6	Psychology	Knowledge	2	know_math	0.0143269	AUT
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0101086	AUT
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0165099	AUT
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0173374	AUT
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.0010642	AUT
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0036557	AUT
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0136036	AUT
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0044061	AUT
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.013105	AUT
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0165822	AUT
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0147268	AUT
know_bis_2	Clerical	Knowledge	2	know_bis	0.0317354	AUT
know_math_2	Mathematics	Knowledge	2	know_math	0.0184435	AUT
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0106768	AUT
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.007173	AUT
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0003987	AUT
know_math_5	Biology	Knowledge	2	know_math	-0.0001828	AUT
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.014336	AUT
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0095532	AUT
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0036559	AUT
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0139173	AUT
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0138062	AUT
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0058233	AUT
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0347233	AUT
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0014076	AUT
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0034686	AUT
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0081094	AUT
know_com_2	Telecommunications	Knowledge	2	know_com	0.0023192	AUT
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0017604	AUT
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0154323	AUT
know_eng_4	Design	Knowledge	2	know_eng	0.0054193	AUT
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.004956	AUT
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0055887	AUT
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0103828	AUT
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.0108375	AUT
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.015764	AUT
skills_Social_1	Installation	Skills	2	skills_Tech	0.0019207	AUT
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0007196	AUT
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0092063	AUT
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0048874	AUT
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0097631	AUT
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0109271	AUT
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0049834	AUT
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0187537	AUT
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0105864	AUT
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0212313	AUT
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0138888	AUT
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.014333	AUT
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0054298	AUT
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0130558	AUT
ab_endur	Endurance	Abilities	1	ab_endur	-0.0162938	AUT
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0077651	AUT
skills_Social_2	Programming	Skills	2	skills_Tech	0.0080696	AUT
know_com_1	Law and Government	Knowledge	2	know_law	0.0120942	AUT
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0064492	AUT
skills_scie	Science	Skills	2	skills_Basic_Cont	0.010871	AUT
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0054983	AUT
know_health_1	Geography	Knowledge	2	know_math	0.0057227	AUT
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0034065	AUT
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0017795	AUT
know_trans	Transportation	Knowledge	1	know_trans	-0.0095301	AUT
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0217999	AUT
know_com_1	Law and Government	Knowledge	2	know_law	0.0154294	BEL
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.0079681	BEL
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0187557	BEL
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0002713	BEL
know_math_5	Biology	Knowledge	2	know_math	0.0177343	BEL
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0128315	BEL
know_math_2	Mathematics	Knowledge	2	know_math	0.0060646	BEL
know_law_2	Public Safety and Security	Knowledge	2	know_law	0.0005366	BEL
know_com_2	Telecommunications	Knowledge	2	know_com	0.0038227	BEL
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0154297	BEL
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0273441	BEL
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0029515	BEL
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0202275	BEL
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0164852	BEL
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0056995	BEL
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0069004	BEL
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0071334	BEL
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0083487	BEL
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.02053	BEL
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0062669	BEL
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	-0.0006462	BEL
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.018593	BEL
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.013304	BEL
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0164066	BEL
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0030956	BEL
know_bis_2	Clerical	Knowledge	2	know_bis	0.0153827	BEL
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	-0.0021811	BEL
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0034424	BEL
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0183391	BEL
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0225686	BEL
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0005864	BEL
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0130915	BEL
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0142278	BEL
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0031641	BEL
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0209864	BEL
ab_visual	Visual Abilities	Abilities	1	ab_visual	0.0011188	BEL
know_math_6	Psychology	Knowledge	2	know_math	0.0341235	BEL
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0099245	BEL
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	0.0011159	BEL
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0063946	BEL
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0157072	BEL
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0009384	BEL
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	0.001274	BEL
know_health_1	Geography	Knowledge	2	know_math	0.0045783	BEL
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0092977	BEL
ab_endur	Endurance	Abilities	1	ab_endur	-0.0070924	BEL
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0025677	BEL
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0090957	BEL
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0050373	BEL
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0101136	BEL
know_trans	Transportation	Knowledge	1	know_trans	-0.0057892	BEL
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0158621	BEL
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.011869	BEL
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0102202	BEL
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0186669	BEL
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.010662	BEL
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0216627	BEL
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0102137	BEL
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0089198	BEL
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0207426	BEL
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.006073	BEL
skills_Social_2	Programming	Skills	2	skills_Tech	0.0054283	BEL
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0038979	BEL
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0204441	BEL
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0085199	BEL
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0287761	BEL
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0000878	BEL
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0027402	BEL
know_math_4	Chemistry	Knowledge	2	know_math	0.0093413	BEL
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0070771	BEL
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.006584	BEL
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0038576	BEL
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	-0.0030631	BEL
know_math_3	Physics	Knowledge	2	know_math	0.0017768	BEL
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0040633	BEL
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0067546	BEL
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0178331	BEL
know_eng_4	Design	Knowledge	2	know_eng	-0.003132	BEL
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0137336	BEL
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0039028	BGR
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.002697	BGR
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0054335	BGR
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0051625	BGR
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0075531	BGR
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0182972	BGR
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0125259	BGR
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	0.0041449	BGR
know_eng_4	Design	Knowledge	2	know_eng	-0.0003773	BGR
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0244374	BGR
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0027013	BGR
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.010418	BGR
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0021382	BGR
know_math_5	Biology	Knowledge	2	know_math	0.0113144	BGR
know_math_4	Chemistry	Knowledge	2	know_math	0.0000458	BGR
ab_endur	Endurance	Abilities	1	ab_endur	-0.0159768	BGR
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.015546	BGR
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0066086	BGR
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0130062	BGR
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0140027	BGR
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0215903	BGR
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0092356	BGR
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0071011	BGR
skills_Social_2	Programming	Skills	2	skills_Tech	0.0068429	BGR
know_eng_1	Food Production	Knowledge	2	know_manu	-0.0040575	BGR
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0119045	BGR
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0048621	BGR
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0090671	BGR
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0070489	BGR
know_trans	Transportation	Knowledge	1	know_trans	-0.0032559	BGR
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0142548	BGR
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0178661	BGR
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	0.0010581	BGR
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.0117023	BGR
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0124824	BGR
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	0.0033086	BGR
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0154904	BGR
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.002615	BGR
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0071548	BGR
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0128501	BGR
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0081477	BGR
know_math_2	Mathematics	Knowledge	2	know_math	0.0129093	BGR
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0054099	BGR
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0082851	BGR
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0106845	BGR
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0022007	BGR
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0138645	BGR
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.0111436	BGR
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0124254	BGR
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0144747	BGR
know_bis_2	Clerical	Knowledge	2	know_bis	0.0136318	BGR
know_bis_1	Administration and Management	Knowledge	2	know_bis	0.0054228	BGR
know_math_3	Physics	Knowledge	2	know_math	0.0010415	BGR
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0110287	BGR
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0036133	BGR
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0033442	BGR
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0062433	BGR
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	0.0085233	BGR
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.0201461	BGR
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0156546	BGR
know_com_1	Law and Government	Knowledge	2	know_law	0.0058947	BGR
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0036453	BGR
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0018546	BGR
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0135036	BGR
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0152075	BGR
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0168113	BGR
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0038939	BGR
know_math_6	Psychology	Knowledge	2	know_math	0.0181808	BGR
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	0.0123677	BGR
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0167858	BGR
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0187432	BGR
know_health_1	Geography	Knowledge	2	know_math	0.0021926	BGR
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0020974	BGR
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.013752	BGR
skills_math	Mathematics	Skills	2	skills_Basic_Cont	0.0106157	BGR
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	0.0046466	BGR
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0106775	BGR
know_com_2	Telecommunications	Knowledge	2	know_com	0.0034371	BGR
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0074283	BGR
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0073554	CHE
know_math_5	Biology	Knowledge	2	know_math	0.0073708	CHE
know_math_4	Chemistry	Knowledge	2	know_math	0.0046539	CHE
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0059161	CHE
skills_Social_1	Installation	Skills	2	skills_Tech	-0.0013661	CHE
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0009152	CHE
know_manu_1	Personnel and Human Resources	Knowledge	2	know_bis	-0.0037503	CHE
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0058028	CHE
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	0.0012275	CHE
know_math_6	Psychology	Knowledge	2	know_math	0.0203182	CHE
skills_Syst_2	Time Management	Skills	2	skills_Res_Mgmt	0.006061	CHE
skills_read_comp	Reading Comprehension	Skills	2	skills_Basic_Cont	0.0066414	CHE
skills_Social_3	Operation Monitoring	Skills	2	skills_Tech	-0.0039455	CHE
skills_Complex_Pb_2	Equipment Maintenance	Skills	2	skills_Tech	-0.0047088	CHE
skills_speak	Speaking	Skills	2	skills_Basic_Cont	0.0091868	CHE
know_trans_1	Communications and Media	Knowledge	2	know_com	0.0028911	CHE
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	0.0010001	CHE
skills_Social_2	Programming	Skills	2	skills_Tech	-0.0011569	CHE
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	0.0080838	CHE
know_health_2	Medicine and Dentistry	Knowledge	2	know_health	0.0165532	CHE
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0039837	CHE
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.0078557	CHE
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0048888	CHE
know_com_2	Telecommunications	Knowledge	2	know_com	-0.000855	CHE
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0045516	CHE
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0113999	CHE
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0024652	CHE
know_eng_4	Design	Knowledge	2	know_eng	-0.0043217	CHE
skills_Syst_3	Management of Financial Resources	Skills	2	skills_Res_Mgmt	-0.0020822	CHE
ab_visual	Visual Abilities	Abilities	1	ab_visual	-0.0017829	CHE
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0072739	CHE
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	-0.005538	CHE
know_arts_3	History and Archeology	Knowledge	2	know_arts	0.0056697	CHE
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	-0.0091023	CHE
skills_Syst_1	Systems Evaluation	Skills	2	skills_Syst	0.0010905	CHE
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0064026	CHE
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0072167	CHE
skills_Basic_Cont_2	Coordination	Skills	2	skills_Social	0.0038337	CHE
know_bis_1	Administration and Management	Knowledge	2	know_bis	-0.0041626	CHE
know_math_2	Mathematics	Knowledge	2	know_math	-0.0076984	CHE
know_health_1	Geography	Knowledge	2	know_math	0.0014339	CHE
skills_act_le	Active Learning	Skills	2	skills_Basic_Process	0.0056333	CHE
know_eng_5	Building and Construction	Knowledge	2	know_eng	-0.012515	CHE
ab_reac_time	Reaction Time and Speed Abilities	Abilities	1	ab_reac_time	-0.0044666	CHE
skills_Basic_Cont_3	Persuasion	Skills	2	skills_Social	0.0007178	CHE
skills_Tech_1	Judgment and Decision Making	Skills	2	skills_Syst	0.0032605	CHE
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0004456	CHE
ab_spatial	Spatial Abilities	Abilities	1	ab_spatial	-0.0038122	CHE
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0035943	CHE
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0070231	CHE
skills_Complex_Pb_3	Troubleshooting	Skills	2	skills_Tech	-0.0033659	CHE
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	-0.0003914	CHE
know_eng_1	Food Production	Knowledge	2	know_manu	0.002275	CHE
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	-0.0037017	CHE
skills_Res_Mgmt_1	Management of Material Resources	Skills	2	skills_Res_Mgmt	0.0006591	CHE
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0161481	CHE
know_bis_4	Sales and Marketing	Knowledge	2	know_bis	-0.0140729	CHE
know_trans	Transportation	Knowledge	1	know_trans	-0.0071882	CHE
ab_strength	Physical Strength	Abilities	1	ab_strength	-0.0024499	CHE
know_bis_2	Clerical	Knowledge	2	know_bis	0.0093518	CHE
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0015537	CHE
ab_endur	Endurance	Abilities	1	ab_endur	-0.0021653	CHE
skills_learning	Learning Strategies	Skills	2	skills_Basic_Process	0.0097364	CHE
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	0.0000153	CHE
know_law_2	Public Safety and Security	Knowledge	2	know_law	-0.0029016	CHE
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0096542	CHE
skills_math	Mathematics	Skills	2	skills_Basic_Cont	-0.0035858	CHE
know_com_1	Law and Government	Knowledge	2	know_law	0.0000184	CHE
skills_Complex_Pb_5	Quality Control Analysis	Skills	2	skills_Tech	-0.0013394	CHE
know_math_1	Mechanics	Knowledge	2	know_eng	-0.0105567	CHE
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.002528	CHE
skills_Basic_Cont_1	Social Perceptiveness	Skills	2	skills_Social	0.0106648	CHE
know_law_1	Philosophy and Theology	Knowledge	2	know_arts	0.0123619	CHE
ab_mem	Memory Abilities	Abilities	1	ab_mem	0.0030405	CHE
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0028763	CHE
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0105119	CHE
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.0086007	CHE
know_math_3	Physics	Knowledge	2	know_math	-0.0008957	CHE
ab_attent	Attentiveness	Abilities	1	ab_attent	0.0003812	CHE
ab_flex	Flexibility, Balance and Coordination	Abilities	1	ab_flex	-0.009947	CYP
ab_audio	Auditory and Speech Abilities	Abilities	1	ab_audio	-0.001906	CYP
know_eng_2	Computers and Electronics	Knowledge	2	know_eng	0.0114104	CYP
know_arts_1	Therapy and Counseling	Knowledge	2	know_health	0.0152042	CYP
know_bis_5	Customer and Personal Service	Knowledge	2	know_bis	-0.002153	CYP
know_bis_3	Economics and Accounting	Knowledge	2	know_bis	0.0043102	CYP
skills_Basic_Process_2	Technology Design	Skills	2	skills_Tech	-0.0009295	CYP
ab_verbal	Verbal Abilities	Abilities	1	ab_verbal	0.0117714	CYP
skills_act_li	Active Listening	Skills	2	skills_Basic_Cont	0.010228	CYP
skills_Basic_Process_3	Equipment Selection	Skills	2	skills_Tech	-0.0059716	CYP
skills_Basic_Cont_5	Instructing	Skills	2	skills_Social	0.006639	CYP
skills_scie	Science	Skills	2	skills_Basic_Cont	0.0095241	CYP
know_math_7	Sociology and Anthropology	Knowledge	2	know_math	0.0142702	CYP
skills_Complex_Pb_1	Operation and Control	Skills	2	skills_Tech	-0.0138612	CYP
skills_writ	Writing	Skills	2	skills_Basic_Cont	0.0139006	CYP
skills_Social_2	Programming	Skills	2	skills_Tech	0.0031039	CYP
skills_critical	Critical Thinking	Skills	2	skills_Basic_Process	0.0059164	CYP
ab_control_mov	Control Movement Abilities	Abilities	1	ab_control_mov	-0.0157482	CYP
know_arts_2	Fine Arts	Knowledge	2	know_arts	0.0046864	CYP
ab_reason	Reasoning Abilities	Abilities	1	ab_reason	0.0067081	CYP
skills_Res_Mgmt_2	Management of Personnel Resources	Skills	2	skills_Res_Mgmt	0.0009085	CYP
ab_percep	Perceptual Abilities	Abilities	1	ab_percep	0.0004573	CYP
skills_Basic_Cont_6	Service Orientation	Skills	2	skills_Social	0.0040207	CYP
skills_Tech_2	Systems Analysis	Skills	2	skills_Syst	0.0066027	CYP
skills_mon	Monitoring	Skills	2	skills_Basic_Process	0.0039333	CYP
skills_math	Mathematics	Skills	2	skills_Basic_Cont	-0.0046459	CYP
ab_quant	Quantitative Abilities	Abilities	1	ab_quant	-0.0031419	CYP
ab_manip	Fine Manipulative Abilities	Abilities	1	ab_manip	-0.0132567	CYP
know_eng	Engineering, Mechanics and Technology	Knowledge	1	know_eng	-0.0114222	CYP
skills_Complex_Pb_4	Repairing	Skills	2	skills_Tech	-0.0090931	CYP
know_math_4	Chemistry	Knowledge	2	know_math	0.0029636	CYP
know_math_5	Biology	Knowledge	2	know_math	0.0131881	CYP
know_manu_2	Production and Processing	Knowledge	2	know_manu	-0.0141714	CYP
know_math_3	Physics	Knowledge	2	know_math	-0.0060166	CYP
skills_Basic_Process_1	Operations Analysis	Skills	2	skills_Tech	0.0032652	CYP
skills_Basic_Cont_4	Negotiation	Skills	2	skills_Social	-0.0002232	CYP
know_eng_1	Food Production	Knowledge	2	know_manu	0.0047127	CYP
